# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=12345
# chain_id=3
# iter=10000
# warmup=5000
# save_warmup=1
# thin=1
# refresh=1000
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=15
# sampler_t=NUTS(diag_e)
# sample_file=stan_samples/LCC9_vehicle_3.csv
# diagnostic_file=stan_diagnostics/LCC9_vehicle_3.csv
# append_samples=0lp_lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,sigma.1,y0_hat.1,p_theta.1,p_theta.2,p_sigma.1,p_y0_hat.1,g_theta.1,g_theta.2,g_sigma.1,g_y0_hat.1
285.056,0.990598,0.207384,3,15,0,-284.583,-3.25895,9.5758,-2.46249,7.43476,-10.6415,-12.7733,-7.31248,-30.132,24.9031,43.5563,9.06704,1.3839
282.534,0.824776,0.357292,3,7,0,-280.459,-3.28874,9.57277,-2.59339,7.46014,4.26288,100.573,2.33078,-23.7135,-40.5771,-110.741,-37.5478,53.8428
282.525,0.938492,0.390303,3,15,0,-280.232,-3.21685,9.56136,-2.38763,7.4094,6.72233,62.4021,-26.3998,-8.36446,61.8002,55.9872,25.4266,-6.58738
282.525,0.139878,0.576899,2,7,0,-279.035,-3.21685,9.56136,-2.38763,7.4094,68.4807,28.7342,21.7033,13.5904,61.8002,55.9872,25.4266,-6.58738
283.192,0.978749,0.102046,5,31,0,-279.284,-3.21055,9.56032,-2.47758,7.40611,-53.5069,-55.2808,-27.4991,-32.1895,89.2193,64.6459,-1.99915,-3.197
284.589,0.992162,0.168405,4,15,0,-281.923,-3.26076,9.57803,-2.4579,7.44466,35.0246,-105.285,2.16901,0.0850739,75.9623,75.4766,10.0152,75.2718
283.878,0.919607,0.285528,3,11,0,-282.208,-3.27274,9.56908,-2.55026,7.43477,-34.6468,-17.3011,18.7038,-30.2688,-104.539,-108.487,-22.0599,-102.953
284.29,1,0.397907,2,7,0,-283.729,-3.25038,9.57197,-2.51736,7.44223,0.997171,3.80495,-14.8394,15.9978,107.81,63.5542,-10.3774,108.999
284.29,0.00543184,0.678172,2,5,0,-282.059,-3.25038,9.57197,-2.51736,7.44223,9.51481,-56.8663,-24.1605,32.1304,107.81,63.5542,-10.3774,108.999
284.244,0.999083,0.0908556,4,31,0,-282.439,-3.29195,9.5716,-2.48967,7.45821,-11.876,-87.7283,-10.3509,-14.9955,-69.9551,-106.617,-1.57638,7.51017
284.279,0.980209,0.154943,4,15,0,-282.185,-3.28896,9.58102,-2.56008,7.45444,-21.3032,29.6653,-4.35317,-74.8016,-29.1111,-29.2176,-22.3413,14.4573
282.706,0.936211,0.249984,3,7,0,-281.972,-3.27327,9.59165,-2.58536,7.43279,-34.2586,-16.4761,-3.8759,17.1627,6.08421,117.889,-31.9465,-74.1065
284.557,0.997488,0.358858,3,7,0,-281.425,-3.27903,9.5913,-2.4913,7.44053,-16.0922,-45.5783,32.6804,30.8765,10.7068,96.6377,1.46582,-27.4469
284.557,1.82798e-07,0.596302,2,3,0,-278.966,-3.27903,9.5913,-2.4913,7.44053,-61.2279,10.1446,24.9337,-89.8988,10.7068,96.6377,1.46582,-27.4469
283.777,0.992214,0.0848266,5,39,0,-280.603,-3.23943,9.56137,-2.41986,7.41391,-23.4843,120.258,-0.670103,-26.5772,-33.5217,-29.011,17.7251,-84.0263
282.913,0.992864,0.139546,5,39,0,-281.176,-3.30378,9.59935,-2.42085,7.44846,-6.8846,-72.9675,-17.8457,9.01692,-52.1116,62.9874,21.9588,-69.5655
284.62,0.968517,0.228298,3,15,0,-280.573,-3.27474,9.5841,-2.54528,7.44676,-51.5756,62.1618,29.3235,-23.7856,40.4368,65.1497,-16.5867,37.2601
284.673,0.975178,0.349814,3,15,0,-284.221,-3.27839,9.57712,-2.54867,7.44373,-3.32364,-47.495,1.0495,-8.89126,-43.0056,-34.3218,-18.6653,-32.123
284.167,0.243877,0.54138,2,3,0,-283.587,-3.28065,9.5754,-2.53438,7.43707,-24.814,-12.2697,-10.2252,-9.61465,-107.772,-76.7265,-15.4803,-111.632
283.379,0.99198,0.146871,4,15,0,-279.697,-3.24537,9.5545,-2.53362,7.41961,3.96817,-80.6998,28.1197,49.4732,-82.8991,-142.539,-20.0722,-106.431
283.379,0.0236375,0.94572,2,3,0,-282.994,-3.24537,9.5545,-2.53362,7.41961,-8.67776,44.4558,-6.51173,1.16159,-82.8991,-142.539,-20.0722,-106.431
283.379,0,2.30529,0,1,1,-280.557,-3.24537,9.5545,-2.53362,7.41961,-71.7557,52.446,-6.95841,-70.1982,-82.8991,-142.539,-20.0722,-106.431
283.968,0.997023,0.230214,4,15,0,-282.518,-3.27395,9.57434,-2.45876,7.42809,37.4961,15.6385,-13.6726,-60.255,-105.649,-51.9181,7.82244,-134.414
281.719,0.884034,0.23961,4,23,0,-276.893,-3.29134,9.57908,-2.48411,7.42789,-90.6762,87.6455,-21.673,24.9018,-198.762,-102.053,-3.95791,-231.155
281.732,1,0.233611,3,7,0,-281.205,-3.25461,9.5853,-2.42807,7.45127,-10.1254,43.3401,-1.66397,-40.7918,168.477,175.075,14.966,164.629
280.986,0.907247,0.361029,3,15,0,-277.267,-3.24464,9.5901,-2.46296,7.43986,-7.2277,-6.02385,20.7835,135.745,201.31,246.82,3.05934,147.138
281.17,0.967746,0.459083,3,7,0,-278.335,-3.22594,9.53178,-2.42643,7.41806,-88.4149,-46.4617,2.36243,-20.4833,-59.8415,-215.81,6.34741,-43.9145
283.424,0.425968,0.735966,2,3,0,-280.715,-3.23291,9.54745,-2.47429,7.41439,-6.58599,-131.753,12.7843,-13.5473,-58.4762,-137.639,-2.24564,-83.6097
284.512,0.998185,0.221643,4,31,0,-282.73,-3.25764,9.58029,-2.46403,7.42504,69.359,6.6789,6.04124,-33.7104,2.01401,68.7256,8.12038,-60.6015
282.773,0.803652,0.406979,3,7,0,-281.887,-3.2292,9.55356,-2.40981,7.4365,35.0322,-23.1372,-10.025,35.8733,96.3196,-7.80869,17.9274,112.551
284.85,0.931236,0.409912,3,7,0,-281.689,-3.24961,9.56436,-2.45042,7.43551,-24.6652,-128.963,17.3477,-21.3336,30.5112,-10.9525,10.7537,32.0531
282.23,0.226486,0.622683,2,7,0,-279.641,-3.27545,9.60101,-2.42658,7.43387,-25.2354,-92.7346,4.35345,-91.5631,39.5873,175.554,18.9003,-37.0965
284.445,0.999273,0.103144,4,31,0,-280.372,-3.3021,9.58627,-2.4683,7.45819,41.6504,90.3546,16.259,-112.176,-58.4486,-21.131,7.8972,-15.5154
284.075,0.973958,0.196542,3,15,0,-282.788,-3.27025,9.57923,-2.49545,7.45774,-36.4474,56.1374,7.74439,46.1953,101.709,68.9031,-2.60144,142.59
284.589,0.98069,0.345348,3,11,0,-282.531,-3.25188,9.5574,-2.4887,7.43017,-71.5754,-33.3155,-4.92373,39.9293,-43.7631,-104.977,-2.95114,-38.3178
281.191,0.53266,0.617248,3,7,0,-280.395,-3.23457,9.58988,-2.45621,7.4146,31.8377,-32.5313,11.8504,-0.833692,124.381,237.181,5.39266,-1.89293
281.011,1,0.276329,3,7,0,-279.683,-3.2465,9.53515,-2.44038,7.44164,-31.8385,5.55966,5.69546,-79.9888,-45.5549,-233.338,2.23116,36.0082
282.15,0.992367,0.52247,3,7,0,-279.744,-3.23315,9.5442,-2.45844,7.44381,-1.94426,120.824,-2.49853,-57.2168,80.3427,-101.855,-0.00746767,141.203
282.805,0.260838,0.957183,2,5,0,-280.917,-3.26998,9.55807,-2.38674,7.44335,29.3555,-109.753,-3.19216,-8.33332,-65.5054,-113.93,26.0871,-20.8222
284.393,0.995927,0.192786,4,23,0,-281.22,-3.28201,9.57056,-2.46982,7.46016,6.52885,102.948,-24.0749,51.5535,-1.5662,-57.2811,4.86183,74.4582
285.167,0.927719,0.356996,3,15,0,-279.742,-3.2685,9.57593,-2.50752,7.44603,54.0306,53.8586,-21.2375,-144.99,31.5366,19.0535,-4.85432,45.4519
280.279,0.710849,0.535242,3,7,0,-278.811,-3.34397,9.61241,-2.45417,7.49817,17.0704,65.5118,-17.5503,-22.9887,29.5964,79.2378,8.92897,147.468
282.271,0.998026,0.42227,2,7,0,-277.648,-3.32887,9.60416,-2.48238,7.4859,-53.0249,86.8387,14.4824,124.47,16.1212,58.5461,2.36903,113.863
282.271,0.0530704,0.77099,2,3,0,-281.804,-3.32887,9.60416,-2.48238,7.4859,-20.0679,-3.10362,-10.0862,-25.7007,16.1212,58.5461,2.36903,113.863
278.999,0.975319,0.0915247,4,15,0,-277.632,-3.31868,9.60393,-2.50953,7.49768,22.4095,-24.5429,-14.0776,67.2674,150.808,139.464,-12.6789,284.473
283.54,0.998937,0.157138,4,31,0,-277.56,-3.26638,9.58949,-2.42284,7.43603,134.504,-23.4325,-4.73132,-28.8083,48.1845,127.167,20.8078,1.37318
284.796,0.985585,0.285888,4,15,0,-281.966,-3.25557,9.57075,-2.48868,7.44403,-27.7006,70.1109,23.7208,-64.2353,73.9279,31.8575,-0.455817,87.0195
284.926,0.982701,0.495998,3,7,0,-283.485,-3.27865,9.57942,-2.4699,7.4539,-7.00204,-100.993,-0.154524,24.4134,27.1079,22.7656,7.19908,60.192
282.043,0.890762,0.845816,3,7,0,-281.921,-3.20205,9.55251,-2.50588,7.3921,-10.3601,12.6971,1.74392,20.3288,30.8003,-3.35018,-14.4495,-91.4488
282.043,0.0272962,1.109,1,3,0,-278.728,-3.20205,9.55251,-2.50588,7.3921,-43.9815,-2.51505,31.9917,42.0918,30.8003,-3.35018,-14.4495,-91.4488
276.3,0.957884,0.136039,4,15,0,-275.455,-3.16796,9.56032,-2.51864,7.37874,15.4801,-15.8055,5.01595,-68.3527,212.143,209.628,-28.9449,8.25725
279.341,0.998235,0.216329,4,15,0,-275.247,-3.2153,9.54119,-2.36905,7.38756,-16.963,-17.8338,19.545,145.169,-102.23,-126.731,22.0464,-176.017
281.159,0.853304,0.380593,3,7,0,-275.732,-3.20157,9.55926,-2.5514,7.40025,111.873,88.4672,-2.44961,-53.7666,123.454,84.8014,-29.6016,-5.14528
283.025,0.878627,0.450434,3,7,0,-279.361,-3.25422,9.5651,-2.4715,7.41158,-63.7494,-8.66437,20.4237,97.2981,-121.997,-79.4895,0.378571,-185.332
284.106,0.947617,0.568531,2,3,0,-282.334,-3.24779,9.56282,-2.52908,7.41898,45.2998,77.5466,-6.87986,-38.9124,-59.6818,-70.4328,-15.9817,-106.413
282.645,0.572862,0.857086,2,3,0,-281.359,-3.21104,9.56522,-2.43723,7.40585,-13.6374,-81.2582,10.0993,28.3876,98.7952,105.105,10.4253,2.23241
282.363,0.828145,0.482935,4,15,0,-280.828,-3.27919,9.59897,-2.47285,7.45833,-56.0074,48.6909,-1.71995,39.186,142.836,201.56,4.34185,136.951
283.385,0.963698,0.531586,2,7,0,-281.298,-3.29367,9.59341,-2.47296,7.43618,18.3745,48.5717,1.4414,107.294,-92.5923,32.9104,5.2617,-138.198
284.718,0.784159,0.827541,2,3,0,-282.724,-3.27721,9.58164,-2.54477,7.44964,-0.664592,112.621,-3.23804,-45.8341,27.5009,33.7402,-16.5922,43.1463
283.424,0.242677,0.809648,2,3,0,-282.777,-3.27036,9.59471,-2.52877,7.43238,2.55233,2.85746,-9.06071,55.6768,39.2409,158.976,-12.1635,-44.4565
284.116,0.973024,0.20137,3,7,0,-281.905,-3.27978,9.59356,-2.53288,7.44654,-55.871,-81.2234,4.70646,45.7895,55.7563,130.809,-12.1464,26.9603
281.527,0.913266,0.319964,3,7,0,-280.612,-3.28782,9.59081,-2.62615,7.44118,26.9905,71.4823,0.565968,9.51132,-56.8571,38.9035,-47.1935,-96.3747
283.637,1,0.435022,3,7,0,-280.194,-3.29851,9.58368,-2.52307,7.47242,16.7327,20.6336,-36.2097,-33.9297,30.0738,-3.47486,-11.3337,128.22
284.892,0.844442,0.729706,2,7,0,-281.884,-3.26731,9.57068,-2.53797,7.44177,46.7883,27.8809,14.8226,-107.995,-12.6934,-41.6754,-15.8633,2.67841
284.892,0.0430489,0.828981,3,7,0,-284.031,-3.26731,9.57068,-2.53797,7.44177,35.5535,52.0448,-2.06809,-25.552,-12.6934,-41.6754,-15.8633,2.67841
284.343,0.985721,0.133085,4,15,0,-282.878,-3.27247,9.57399,-2.5523,7.43568,22.9736,-54.4755,8.63488,71.0303,-69.9494,-54.615,-21.0218,-80.5622
285.106,0.999378,0.215016,3,15,0,-284.033,-3.26293,9.57379,-2.51804,7.43322,38.9812,9.04696,15.4436,8.92773,-17.7903,-4.18198,-8.73568,-40.9213
282.486,0.849472,0.356562,3,7,0,-281.265,-3.28517,9.57762,-2.60755,7.44392,40.1471,5.54202,-16.9123,-12.672,-97.9365,-84.6624,-41.505,-81.434
283.005,0.983977,0.410398,3,7,0,-281.307,-3.26823,9.57322,-2.38871,7.45583,14.3118,3.30015,-23.168,49.1931,59.5578,29.7447,28.2111,100.968
281.968,0.932979,0.648653,2,3,0,-281.528,-3.28088,9.56887,-2.35513,7.4423,-5.26258,-3.38029,-0.871396,-54.4198,-78.5821,-68.2528,36.0901,-54.6304
281.968,0.14551,0.903468,1,3,0,-280.606,-3.28088,9.56887,-2.35513,7.4423,-49.1487,14.9721,-2.19939,-61.9909,-78.5821,-68.2528,36.0901,-54.6304
283.327,0.998388,0.198204,3,7,0,-281.284,-3.27861,9.58156,-2.38539,7.44045,29.2421,68.6056,-21.6375,15.8528,-29.4031,23.0013,31.0892,-37.8485
285.018,0.926965,0.322473,3,7,0,-282.168,-3.27564,9.57443,-2.48011,7.45266,-44.4838,-65.9568,-25.2762,-29.445,15.1897,-11.2014,3.36319,56.4113
283.339,0.878276,0.44198,3,15,0,-280.866,-3.21199,9.55527,-2.46938,7.40197,1.62058,-14.8264,25.6585,77.6114,34.7519,3.43982,0.147407,-53.9983
283.388,0.810931,0.539459,3,7,0,-281.569,-3.31116,9.58003,-2.49633,7.46313,-54.6177,44.2384,2.51596,64.4695,-124.281,-118.375,-4.02791,-39.6169
283.288,0.531086,0.56317,2,3,0,-281.662,-3.28731,9.59365,-2.44627,7.46331,61.2979,53.4166,5.021,1.48313,89.834,123.762,13.7984,116.932
284.651,0.864275,0.311491,3,15,0,-280.23,-3.24534,9.56993,-2.50565,7.43509,116.536,2.86437,-6.51348,9.71478,86.4652,53.0426,-6.32337,68.6937
284.721,0.988587,0.367706,3,15,0,-283.968,-3.27154,9.58309,-2.47164,7.43251,-10.0092,-25.666,-3.11813,-65.0295,-27.7352,42.899,6.63475,-69.5416
282.619,0.735528,0.572215,3,7,0,-280.742,-3.31239,9.57649,-2.45287,7.47677,10.1662,60.2779,-23.8954,-4.51057,-66.5757,-108.029,7.80167,59.8072
283.47,0.964059,0.504162,2,7,0,-279.88,-3.3201,9.59396,-2.50613,7.47522,13.5419,-135.41,20.9542,22.9879,-41.9613,-13.4829,-4.59291,49.0959
283.47,0.0204866,0.737654,3,7,0,-281.611,-3.3201,9.59396,-2.50613,7.47522,37.7858,67.2168,-15.6417,-39.7972,-41.9613,-13.4829,-4.59291,49.0959
283.427,0.991804,0.134767,5,31,0,-281.654,-3.2916,9.59953,-2.55248,7.45333,27.2364,-67.2615,15.2073,-52.0029,52.0596,142.637,-18.6474,34.4662
283.874,0.999721,0.210164,4,31,0,-282.166,-3.23871,9.55616,-2.4379,7.43791,38.3191,-82.4602,12.1122,-0.67382,67.2737,-27.2355,11.5931,87.5415
284.48,0.996212,0.331686,3,7,0,-283.524,-3.2474,9.56881,-2.49278,7.41697,14.5752,68.3849,-10.6031,-6.56854,-35.5861,-6.63292,-2.87929,-100.578
284.369,1,0.516759,2,3,0,-284.154,-3.23364,9.56934,-2.47591,7.41797,5.76469,-25.2142,2.89034,26.4592,56.3628,67.1596,2.31363,-12.9497
284.369,0.117533,0.807548,2,3,0,-281.136,-3.23364,9.56934,-2.47591,7.41797,65.5254,63.0797,3.70135,-95.4284,56.3628,67.1596,2.31363,-12.9497
283.619,0.969774,0.190323,3,7,0,-283.054,-3.25154,9.56488,-2.45153,7.41407,34.223,22.4555,-6.98266,-8.93738,-89.5034,-58.4514,7.87864,-144.705
283.137,0.996671,0.279025,3,7,0,-282.012,-3.24749,9.57471,-2.38324,7.42444,16.4531,35.3244,6.48891,73.1628,27.6692,66.9517,30.1747,-19.1879
284.538,0.906029,0.43115,3,7,0,-281.218,-3.25835,9.57195,-2.46303,7.44762,59.2432,43.3237,25.5134,-53.003,78.3023,39.4652,7.37349,99.6098
283.932,0.883701,0.547948,3,11,0,-282.497,-3.30389,9.58603,-2.46563,7.45134,-7.69752,83.6654,-5.01509,55.0013,-107.183,-46.1877,7.62141,-82.2015
283.932,0.172694,0.66285,2,7,0,-279.227,-3.30389,9.58603,-2.46563,7.45134,54.9392,151.908,-13.4699,44.462,-107.183,-46.1877,7.62141,-82.2015
283.918,0.982872,0.182281,2,7,0,-279.857,-3.30704,9.58324,-2.52281,7.46166,5.21108,-15.3706,-31.6905,105.9,-94.2698,-79.9154,-10.8551,-22.8844
283.362,0.978978,0.271728,4,15,0,-282.395,-3.29281,9.58553,-2.39328,7.45538,-10.2638,-37.2526,-1.64248,-71.7234,-18.0082,20.9068,29.4145,8.94144
285.079,0.944518,0.400125,3,7,0,-282.934,-3.28333,9.57789,-2.49051,7.45319,-50.0432,-4.20188,23.6832,-8.00167,-12.5206,-18.2877,0.738615,26.973
283.466,0.498755,0.546807,2,3,0,-282.174,-3.28656,9.57292,-2.57346,7.45635,42.7717,20.1545,0.917979,67.3972,-46.9655,-99.29,-29.4233,28.3771
284.379,0.973772,0.300309,3,7,0,-282.452,-3.2897,9.58757,-2.4531,7.45993,-18.1524,-70.1055,-22.1954,2.23121,31.122,54.7198,12.7947,66.3058
281.97,0.720637,0.434665,3,7,0,-279.309,-3.31186,9.59922,-2.47745,7.48448,-26.9848,46.0151,-5.74053,-119.719,88.2448,99.8073,2.45371,181.782
283.238,0.916145,0.376124,2,7,0,-279.843,-3.30981,9.60668,-2.52459,7.46196,-24.0923,-20.9291,-10.4358,-141.416,17.8455,127.182,-8.89997,20.8486
282.803,0.78293,0.482536,3,7,0,-281.155,-3.31174,9.58221,-2.52912,7.47838,17.8397,105.051,-6.25997,5.70946,-32.0009,-76.0203,-15.066,102.073
282.753,0.740708,0.473236,3,7,0,-277.493,-3.29998,9.57765,-2.38945,7.4573,-64.0297,134.945,-21.6172,-56.0036,-78.6653,-62.9117,28.2033,-25.1667
284.126,0.95695,0.426809,3,7,0,-280.111,-3.27311,9.56284,-2.5098,7.44006,19.0811,73.4386,-21.1436,-121.168,-99.4674,-143.475,-9.66541,-64.2074
284.727,0.954115,0.590955,3,7,0,-282.478,-3.28475,9.58932,-2.52004,7.45175,-27.4751,-14.1189,28.2334,-23.3967,29.5681,74.755,-7.50661,34.1932
284.727,0.431092,0.811096,2,3,0,-282.71,-3.28475,9.58932,-2.52004,7.45175,14.6505,-18.4176,-28.2002,-5.74231,29.5681,74.755,-7.50661,34.1932
284.422,0.959449,0.398317,3,11,0,-283.471,-3.2603,9.56014,-2.4377,7.44184,-44.0942,-23.8875,-0.371841,42.3399,-16.5964,-77.8938,13.3801,17.6409
283.752,0.769185,0.551728,2,3,0,-281.12,-3.26241,9.55547,-2.463,7.45114,-17.2069,109.437,-5.06267,-79.109,-2.10485,-116.966,3.42064,71.927
282.165,0.75299,0.526614,3,7,0,-281.348,-3.2604,9.59503,-2.41635,7.43114,-12.0539,-57.5621,11.6993,8.03918,79.8751,187.142,20.9857,4.90065
284.726,1,0.487342,3,7,0,-281.631,-3.26851,9.57494,-2.46097,7.43061,-36.2559,77.8161,18.061,-87.4,-57.4566,-16.7457,8.73885,-84.3373
284.726,0.272957,0.725716,2,5,0,-283.573,-3.26851,9.57494,-2.46097,7.43061,54.9445,-6.08996,3.71087,33.0765,-57.4566,-16.7457,8.73885,-84.3373
283.646,0.896885,0.26768,2,7,0,-282.272,-3.24674,9.5721,-2.45878,7.4446,40.5431,-37.9803,-1.40065,67.4895,129.554,87.4625,6.92184,135.09
283.703,0.995594,0.327163,3,7,0,-282.866,-3.24514,9.5681,-2.43973,7.44347,10.3925,55.9594,-10.1471,31.8101,110.584,57.7773,12.4699,121.599
282.964,0.978132,0.48133,2,7,0,-281.393,-3.24126,9.55474,-2.50447,7.40991,31.8895,-11.4209,-12.1887,-77.8682,-106.858,-129.735,-11.7145,-160.08
282.964,0.00428749,0.682794,2,7,0,-277.006,-3.24126,9.55474,-2.50447,7.40991,126.342,-16.1723,17.3806,31.4104,-106.858,-129.735,-11.7145,-160.08
282.111,0.993065,0.154654,3,15,0,-280.576,-3.21231,9.56995,-2.43136,7.40761,39.1188,49.9286,17.3614,4.77784,119.177,143.189,11.942,17.9745
281.149,0.965421,0.226008,4,15,0,-280.073,-3.24031,9.55942,-2.41244,7.39789,-15.1963,15.2616,5.2,-79.2424,-123.444,-76.3444,14.4637,-206.644
284.337,0.972126,0.312646,3,7,0,-280.322,-3.25728,9.55691,-2.47098,7.43225,90.2004,55.6044,20.3121,-17.518,-65.7583,-123.465,2.10903,-50.0006
283.493,0.915588,0.436673,2,7,0,-283.136,-3.26538,9.55436,-2.46709,7.43623,6.52728,-15.5154,-1.57497,-45.9431,-104.206,-173.16,1.32942,-66.1061
284.242,0.906019,0.547789,3,7,0,-282.414,-3.23907,9.56974,-2.52782,7.42896,-40.359,41.8454,5.90879,-83.0981,94.4603,68.0929,-14.2301,53.1487
284.242,0.0740619,0.673861,3,7,0,-276.99,-3.23907,9.56974,-2.52782,7.42896,5.62529,-102.068,-41.3899,-110.999,94.4603,68.0929,-14.2301,53.1487
284.545,0.998768,0.180045,4,31,0,-283.839,-3.27092,9.57842,-2.44368,7.45126,-3.37259,-19.5912,3.34544,-65.7574,51.6399,46.7211,14.5684,73.8879
284.395,0.995094,0.26308,4,15,0,-283.204,-3.27749,9.57193,-2.42972,7.44193,16.8607,-24.3561,20.5918,8.40187,-60.6969,-52.472,17.6379,-43.9173
284.395,5.61118e-161,1.52257,1,1,0,-281.617,-3.27749,9.57193,-2.42972,7.44193,-4.19553,11.2164,24.5146,84.0318,-60.6969,-52.472,17.6379,-43.9173
284.395,0,3.55529,0,1,1,-283.272,-3.27749,9.57193,-2.42972,7.44193,3.27443,-0.510891,-12.4337,57.1786,-60.6969,-52.472,17.6379,-43.9173
281.893,0.764443,0.35055,3,7,0,-281.24,-3.2468,9.56875,-2.38944,7.45081,-5.54733,36.281,-14.4714,24.9117,126.954,71.109,25.0074,154.327
283.173,0.993282,0.194899,4,15,0,-280.401,-3.25125,9.55673,-2.56925,7.42983,61.7664,66.8365,11.6584,0.293577,-52.6334,-140.533,-31.3338,-46.5679
283.759,0.911086,0.247139,4,31,0,-281.468,-3.23797,9.57289,-2.53406,7.41421,-39.9185,9.65687,25.8634,-47.2783,29.8601,70.9537,-16.7867,-67.4445
283.078,0.91811,0.287694,3,7,0,-279.923,-3.23787,9.54352,-2.43621,7.4322,-34.3136,-78.6489,20.2955,62.6359,-9.30226,-142.278,8.72963,24.038
280.865,0.775692,0.371095,2,3,0,-279.934,-3.21806,9.53621,-2.46028,7.43714,-12.8371,10.1597,-11.9524,-48.072,99.4727,-123.586,-4.3085,150.988
282.885,0.996227,0.323496,3,15,0,-279.741,-3.23884,9.56808,-2.49643,7.40249,13.1948,-132.297,12.6014,27.4432,-68.1364,-4.13523,-7.42352,-178.059
280.748,0.431598,0.577487,3,7,0,-278.518,-3.24758,9.53877,-2.38146,7.42661,33.511,51.3055,-31.5728,-6.6794,-99.7978,-202.458,20.8231,-67.4173
281.945,0.999504,0.177592,3,7,0,-280.551,-3.24082,9.54264,-2.38022,7.43407,-26.5159,-63.8771,2.76247,-38.2193,-18.0622,-134.421,24.1778,19.7851
280.767,0.964248,0.331689,3,7,0,-279.16,-3.22503,9.55379,-2.32531,7.4261,-7.9088,-64.6933,-20.514,38.2792,59.368,3.77094,40.8329,50.2318
282.52,0.204621,0.559669,3,7,0,-277.162,-3.21785,9.53925,-2.48265,7.41007,36.6516,139.053,-37.2634,6.99034,-27.7707,-159.317,-7.86099,-54.8582
285.009,0.999926,0.0866893,5,31,0,-281.073,-3.2656,9.57463,-2.53063,7.43535,56.1038,-124.618,0.688834,1.48174,-18.8875,-6.92195,-12.7601,-36.6002
283.92,0.976269,0.166002,4,31,0,-283.125,-3.31134,9.58968,-2.50994,7.4594,31.1107,-20.9588,-11.7663,-15.255,-99.7587,-44.5891,-5.76593,-52.6294
284.51,0.979505,0.294837,4,15,0,-281.976,-3.23399,9.55755,-2.50218,7.42026,-50.5398,-47.5635,21.9294,32.4495,13.1143,-43.8504,-7.44463,-22.2064
283.607,0.614025,0.527142,3,7,0,-281.656,-3.30961,9.59284,-2.43179,7.46066,-21.4565,45.3132,29.4389,-33.6343,-54.7616,9.06285,18.9065,-19.4017
283.736,0.918314,0.30446,4,15,0,-281.747,-3.28056,9.56629,-2.41598,7.45376,9.61991,-67.3104,-7.63024,-64.7776,-42.4269,-83.8826,19.9459,18.8647
284.246,1,0.449817,2,3,0,-283.642,-3.27689,9.56799,-2.43268,7.45423,11.1338,25.6558,-18.3542,-8.16253,-13.5914,-58.4335,15.9069,44.5455
284.399,0.328233,0.84747,2,5,1,-282.277,-3.23498,9.56568,-2.44826,7.41717,38.1365,-21.025,-11.7994,-63.6614,25.5411,28.3009,10.592,-32.4233
284.257,0.993544,0.210028,4,31,0,-283.392,-3.2579,9.56508,-2.55877,7.43899,-35.31,16.9067,-8.66575,18.677,5.24191,-60.563,-24.5664,21.6184
283.932,0.938101,0.387413,3,7,0,-282.17,-3.23189,9.56497,-2.49951,7.40832,10.1257,-45.7261,-32.4663,15.739,-6.00979,12.1471,-6.74474,-95.8995
283.932,0.0134076,0.600929,3,15,0,-280.713,-3.23189,9.56497,-2.49951,7.40832,72.9105,2.50619,7.95953,-40.0545,-6.00979,12.1471,-6.74474,-95.8995
284.598,0.999935,0.0615528,5,31,0,-283.602,-3.25078,9.55792,-2.51163,7.43419,37.2998,-9.04198,-7.03137,-27.8046,-12.6335,-93.5396,-10.0894,2.67804
281.363,0.991827,0.115343,5,31,0,-280.748,-3.24263,9.58091,-2.58778,7.41095,21.928,24.8727,-0.446215,-31.4004,23.3319,125.073,-37.2922,-119.577
282.89,0.998442,0.209012,4,31,0,-280.682,-3.30187,9.57047,-2.46711,7.47288,-30.7182,4.59017,36.1322,17.5742,-53.9446,-123.397,2.85326,72.3646
283.252,0.976005,0.382218,3,7,0,-281.816,-3.30044,9.5806,-2.45517,7.47605,-0.0406695,-91.5813,-10.7154,9.26979,19.1957,-20.138,8.95354,125.118
283.904,0.52019,0.649359,2,7,0,-282.185,-3.25254,9.58246,-2.47263,7.41865,-41.3487,33.9475,10.5198,43.8364,8.27877,98.657,4.46973,-81.901
281.81,0.782848,0.303951,3,15,0,-280.823,-3.23593,9.56013,-2.41089,7.44812,16.196,67.498,-4.12667,-22.6574,141.669,40.3274,16.7034,176.016
280.773,0.955792,0.299515,4,15,0,-276.426,-3.25909,9.55877,-2.33695,7.45583,-66.4056,-8.34422,39.5229,-22.7275,43.8832,-32.9201,38.1115,104.761
281.514,1,0.475983,1,1,0,-280.741,-3.25795,9.56131,-2.34229,7.45027,6.16221,-22.7404,13.5583,39.6947,35.8692,-21.3876,38.2038,79.8098
281.514,9.07451e-22,0.847235,1,1,0,-277.791,-3.25795,9.56131,-2.34229,7.45027,-76.0832,-10.7946,-6.08853,-51.0085,35.8692,-21.3876,38.2038,79.8098
