par,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
"y_rep[71,1,1]",8357.273747873785,4.806838336607953,685.7264754915644,7077.429992611053,7880.776540949404,8336.55275872228,8805.513755140517,9767.34859637895,20350.86169780147,0.9999975841985871
"y_rep[71,2,1]",12736.882106964373,7.476538643673001,1048.8659847696294,10816.239256205308,12001.035000603817,12685.326205667505,13408.766662839564,14932.699431696376,19680.62280290056,0.9999793050471402
"y_rep[72,1,1]",8458.655636068914,4.953151928757367,701.3166985719854,7158.863501829666,7974.676615032588,8431.294606226822,8912.714327338404,9903.044369517544,20047.723353563662,0.9999854863441583
"y_rep[72,2,1]",12820.474852908277,7.504015981933233,1068.333196738703,10867.372602624107,12079.668162440305,12768.29238809877,13519.142519282286,15054.219142971993,20268.70242163601,1.0000919324365773
"y_rep[73,1,1]",8537.198577453224,4.9645256736055225,708.2311757673651,7240.295011079165,8048.3113940532085,8504.770529183334,8992.394837992148,10021.57869854924,20351.412562525158,0.9998988021519937
"y_rep[73,2,1]",12886.566997319947,7.525941171627852,1066.548704784247,10926.13716018008,12149.783054524276,12838.4306370878,13586.230225229992,15114.092534705778,20083.51600981505,1.0001056553468641
"y_rep[74,1,1]",8614.780883771387,5.0157208887792635,711.7567377374268,7296.96520178209,8119.858606706574,8590.561362392553,9074.24316293439,10097.582183315539,20137.077971127597,1.0000271929892937
"y_rep[74,2,1]",12962.908875319681,7.632564768327374,1080.019036749373,10980.665063203209,12215.445722767345,12914.720806258043,13663.115093276649,15215.353444566708,20022.662384446045,0.9999260871142213
"y_rep[75,1,1]",8700.076375941942,5.072430889726351,717.2047019365712,7383.170464898991,8201.470055950733,8666.374072673734,9164.54477220351,10188.161909218501,19991.895773556393,1.0000380855148716
"y_rep[75,2,1]",13038.176231628724,7.709906420269388,1079.7943401283953,11040.970518880225,12292.752509931794,12997.966539510695,13742.191706640671,15278.115880378271,19614.799802617854,1.0000192837785615
"y_rep[76,1,1]",8779.648383400798,5.1700022583058525,725.2078257903378,7446.472562960076,8274.502541147946,8753.17833935018,9253.311078900053,10272.955407629019,19676.302845549668,0.9999272147785861
"y_rep[76,2,1]",13108.038811013004,7.594634388913896,1084.508609315129,11106.2110784439,12353.487115434793,13059.883451569998,13809.67252739951,15358.99965795889,20391.64515052493,1.0002378039946982
"y_rep[77,1,1]",8871.57460811396,5.23708018152357,735.1643904396826,7522.945936787587,8365.068880373692,8837.72691358508,9343.790670281694,10412.27233161515,19705.637037042365,0.9999148982771966
"y_rep[77,2,1]",13181.354010551471,7.747501219442984,1096.08120623701,11129.24809449711,12424.996916591514,13147.770773153541,13893.649450927216,15441.49249732346,20015.302399063457,0.9999483304508202
"y_rep[78,1,1]",8946.89480236595,5.309555597000538,745.2618346535038,7583.209948055553,8437.439868768786,8908.449936216679,9428.396976595652,10502.48745125302,19701.596361319866,1.0000798050718807
"y_rep[78,2,1]",13257.375458707913,7.8474855115441,1101.597581256483,11253.251423536805,12490.395421315781,13208.085672376052,13976.788689163297,15556.710254871285,19705.383993197174,1.000056338700582
"y_rep[79,1,1]",9026.946057596731,5.31643136970882,747.4913310693821,7665.203046133306,8506.256370530331,8994.510092489778,9508.069262690327,10614.69605387886,19768.417149902747,1.0001371777967785
"y_rep[79,2,1]",13310.09264732055,7.844773018024385,1110.770567529731,11272.221333783675,12549.2317193891,13260.299008288315,14019.064267033762,15636.3941964952,20048.780581476858,0.9998982171369504
"y_rep[80,1,1]",9106.439012277957,5.3093076911341885,751.585231288345,7713.2484279269465,8588.881786187427,9074.286596922837,9593.455946421944,10665.898058154833,20039.214111310714,1.0000086707926477
"y_rep[80,2,1]",13388.293466443942,7.777082031775318,1104.9343606809045,11336.144672937315,12618.401166878471,13341.781691956112,14103.305113411669,15678.630485901798,20185.50405766457,0.9999463789226276
"y_rep[81,1,1]",9181.014776106027,5.3570218265071174,764.5608322944294,7755.486380068139,8652.661915290748,9159.318249825012,9676.191759344203,10769.276260158887,20369.35418586933,0.999999459970231
"y_rep[81,2,1]",13431.81312524979,7.753745985388992,1106.277843511493,11384.800364907094,12670.620809762107,13401.494630259871,14141.970631059308,15732.546278811407,20356.60221615845,0.9999182663157257
"y_rep[82,1,1]",9259.9646564255,5.491175899390896,762.6111539360041,7860.927265591725,8735.02400064546,9228.229310626039,9756.437312497224,10832.089361133378,19287.484695946747,0.9999886720157516
"y_rep[82,2,1]",13496.879789285636,8.043857118158202,1109.0456466570456,11464.070978909787,12730.482120952684,13456.49078321904,14222.023667323478,15794.074238126292,19009.47608178818,1.000059731067403
"y_rep[83,1,1]",9326.649923987265,5.536911639134969,772.3710691149744,7900.132656884476,8791.155962640312,9298.438605034007,9830.09990287244,10925.49693194414,19458.83386303932,0.9998568208970859
"y_rep[83,2,1]",13565.220015188677,8.187411761747338,1121.3454796257304,11496.860537280989,12793.417939123428,13514.864423602367,14289.687148467832,15910.898060241288,18757.960125342714,0.9999512686276456
"y_rep[84,1,1]",9411.964852816947,5.537809530235598,779.5060974678335,7966.596913438308,8869.758836572233,9386.25442399537,9916.679897397991,11026.740200697388,19813.58236746177,1.000045902636943
"y_rep[84,2,1]",13623.998431532027,8.005129803941713,1134.256132609179,11571.674436208687,12831.859716370727,13577.756394568194,14348.645721024699,15992.25218411663,20076.384989874947,0.9999813158443595
"y_rep[85,1,1]",9476.299021502373,5.585641647011843,781.6634242245501,8054.253406989042,8937.888403701967,9440.728824855365,9977.300813885804,11106.087178057072,19583.641144265843,0.9998478118205762
"y_rep[85,2,1]",13670.97567598157,7.896960329059314,1125.1365923921617,11605.994344833278,12882.958755464802,13625.932729690969,14405.380628448796,16003.938510184149,20299.74516579034,1.0002118161245368
"y_rep[86,1,1]",9545.200735141801,5.612904258339731,794.4460956716064,8072.174171681223,8992.177572025375,9517.605784817175,10063.592206922083,11215.988674276396,20033.35105095704,0.9998873709919449
"y_rep[86,2,1]",13714.493848279844,7.973717236527106,1129.6962442940423,11621.480739586392,12941.985549029663,13669.727874712851,14447.200718698356,16088.492877675928,20072.511181695918,1.0001159188190483
"y_rep[87,1,1]",9632.410262304375,5.712676608960173,796.2462181025993,8149.601583210344,9083.959531070737,9603.481564236761,10144.394207294312,11271.502759472309,19427.435956417296,0.999868523345304
"y_rep[87,2,1]",13784.302806994332,8.254296720134324,1130.16694175062,11670.463100448851,12998.409847762208,13747.489992428033,14528.627454119936,16114.513576227582,18746.70935727222,0.9998989797026672
"y_rep[88,1,1]",9702.323240891412,5.700493822744219,803.7465296867714,8209.457611724456,9145.331769893628,9673.41960786594,10222.045134640015,11359.425048311667,19879.857306948048,0.9999882006274314
"y_rep[88,2,1]",13825.28289615181,8.215318777646107,1143.7335440541663,11713.767071148213,13030.144838810116,13776.246568107435,14557.404692296168,16203.441605742568,19382.102106632137,1.000003221468191
"y_rep[89,1,1]",9756.544626809475,5.720126978034808,815.3039805811197,8263.053877209702,9200.693061372174,9716.579203947193,10292.780791422787,11438.762538622144,20315.512663417016,1.0000560568516228
"y_rep[89,2,1]",13889.631415561016,8.417301842236437,1155.4754836865166,11762.577387654044,13088.566128570978,13835.175503536939,14632.156341768427,16295.797459862953,18844.11162874484,0.9999361934132408
"y_rep[90,1,1]",9831.24648590304,5.770873920266563,810.3822365184773,8349.538074477376,9268.49748644282,9800.492251655693,10350.184136442933,11504.685410320102,19719.534252494777,0.999911367978056
"y_rep[90,2,1]",13920.241195465609,8.138837046065596,1157.3605993937301,11791.581542942085,13115.785437392025,13874.827805285786,14658.638605410611,16338.13804408297,20221.46799121063,1.000148216892356
"y_rep[91,1,1]",9895.148543262705,5.727119129680098,822.2872082091565,8387.94113127722,9322.333480486903,9858.004198542105,10436.068459890894,11591.446681519285,20614.586820464916,0.9999648602791901
"y_rep[91,2,1]",13965.275365540692,8.209875958809727,1156.5221205672515,11816.33376399464,13164.095208055402,13914.26308538283,14721.400472107309,16352.494027181609,19844.250319472856,0.9999785701665671
"y_rep[92,1,1]",9962.871599064105,5.917050886237882,827.6331135987172,8433.078441753036,9385.100314217054,9924.959892146795,10502.838311844187,11676.202105796423,19564.335806248764,1.000098603078924
"y_rep[92,2,1]",14010.641928232864,8.369451820600892,1165.4260116995497,11877.527538515102,13203.253308419426,13965.525398507296,14753.052203887386,16456.83233460841,19389.891855199934,1.000041579319384
"y_rep[93,1,1]",10014.642173011514,5.9493526727872865,830.4201850175247,8468.988249112017,9438.235686641212,9983.739939914009,10551.365070664591,11717.459608955896,19483.023996350057,1.000036208348094
"y_rep[93,2,1]",14064.060895116834,8.268813846197327,1165.8837728916926,11933.854823809797,13254.732216007229,14005.515407848474,14821.445321435547,16520.68390066681,19880.352730200866,0.9999470473379383
"y_rep[94,1,1]",10087.052601161884,6.042895802246464,834.2306571858051,8558.402831263591,9510.213349030037,10050.043847460724,10627.043550121361,11810.703993351508,19058.208763417453,0.999988044575434
